Unnamed: 0,Num,case_filed,city,area,crime_description,age,sex,weapon,domain,police_department,closed
1672,1673,03-10-2020 16:00,Pune,232,VANDALISM,37.0,F,Firearm,Other Crime,1.0,No
8520,8521,12-21-2020 00:00,Mumbai,295,EXTORTION,60.0,M,Poison,Other Crime,9.0,No
1831,1832,03-17-2020 07:00,Bangalore,381,VEHICLE - STOLEN,72.0,F,Firearm,Violent Crime,4.0,Yes
19838,19839,04-06-2022 14:00,Kolkata,424,FRAUD,49.0,F,Knife,Other Crime,4.0,Yes
4692,4693,07-14-2020 12:00,Mumbai,557,BURGLARY,61.0,M,Knife,Other Crime,2.0,No
26252,26253,12-29-2022 20:00,Pune,559,TRAFFIC VIOLATION,35.0,X,Poison,Traffic Fatality,11.0,Yes
31218,31219,07-24-2023 18:00,Delhi,138,VEHICLE - STOLEN,13.0,F,Other,Violent Crime,12.0,No
31402,31403,08-01-2023 10:00,Hyderabad,125,ILLEGAL POSSESSION,22.0,M,Poison,Other Crime,7.0,Yes
19178,19179,03-10-2022 02:00,Surat,293,IDENTITY THEFT,47.0,F,Other,Violent Crime,15.0,No
670,671,01-28-2020 22:00,Kolkata,360,TRAFFIC VIOLATION,27.0,F,Other,Traffic Fatality,17.0,No
14086,14087,08-09-2021 22:00,Bangalore,104,PUBLIC INTOXICATION,30.9,M,Explosives,Other Crime,-3.1000000000000005,Yes
17400,17401,12-26-2021 00:00,Delhi,374,FRAUD,13.0,M,Poison,Other Crime,1.0,No
4910,4911,07-23-2020 14:00,Mumbai,427,BURGLARY,62.0,F,,Other Crime,19.0,Yes
20262,20263,04-24-2022 06:00,Bangalore,278,TRAFFIC VIOLATION,40.0,M,,Traffic Fatality,2.0,No
30784,30785,07-06-2023 16:00,Mumbai,384,DRUG OFFENSE,51.0,F,,Other Crime,13.0,Yes
8664,8665,12-27-2020 00:00,Hyderabad,388,SEXUAL ASSAULT,28.0,F,,Violent Crime,7.0,No
7535,7536,11-09-2020 23:00,Delhi,111,VEHICLE - STOLEN,43.0,M,Blunt Object,Violent Crime,1.0,Yes
20328,20329,04-27-2022 00:00,Ludhiana,132,ILLEGAL POSSESSION,76.0,F,Firearm,Other Crime,13.0,No
300,301,01-13-2020 12:00,Jaipur,390,IDENTITY THEFT,64.0,M,,Violent Crime,6.0,No
36940,36941,03-19-2024 04:00,Kolkata,400,IDENTITY THEFT,74.0,F,Blunt Object,Violent Crime,5.0,No
3744,3745,06-05-2020 00:00,Ahmedabad,115,TRAFFIC VIOLATION,58.0,M,Blunt Object,Traffic Fatality,5.0,Yes
24798,24799,10-30-2022 06:00,Agra,460,VEHICLE - STOLEN,26.0,F,,Violent Crime,1.0,No
22544,22545,07-28-2022 08:00,Patna,360,TRAFFIC VIOLATION,29.0,M,Firearm,Traffic Fatality,17.0,Yes
34505,34506,12-08-2023 17:00,Ludhiana,572,EXTORTION,16.0,F,Explosives,Other Crime,9.0,Yes
1444,1445,03-01-2020 04:00,Delhi,586,ROBBERY,19.0,F,Other,Violent Crime,4.0,No
6906,6907,10-14-2020 18:00,Chennai,529,KIDNAPPING,54.0,F,Blunt Object,Other Crime,6.0,Yes
18781,18782,02-21-2022 13:00,Meerut,153,ASSAULT,46.0,M,Firearm,Violent Crime,17.0,No
38382,38383,05-18-2024 06:00,Bangalore,363,HOMICIDE,19.0,F,,Other Crime,11.0,No
11380,11381,04-19-2021 04:00,Kolkata,152,ILLEGAL POSSESSION,59.0,F,Other,Other Crime,17.0,No
38831,38832,06-05-2024 23:00,Mumbai,504,SHOPLIFTING,36.0,F,Poison,Other Crime,8.0,Yes
19439,19440,03-20-2022 23:00,Surat,495,VANDALISM,18.9,M,,Other Crime,3.9,No
4107,4108,06-20-2020 03:00,Hyderabad,316,FRAUD,32.0,M,Blunt Object,Other Crime,4.0,Yes
4092,4093,06-19-2020 12:00,Surat,576,DOMESTIC VIOLENCE,60.0,F,Knife,Violent Crime,16.0,Yes
21358,21359,06-08-2022 22:00,Hyderabad,111,HOMICIDE,27.0,F,Blunt Object,Other Crime,7.0,Yes
30291,30292,06-16-2023 03:00,Ludhiana,552,ROBBERY,54.9,F,,Violent Crime,10.9,No
18765,18766,02-20-2022 21:00,Delhi,357,COUNTERFEITING,26.9,X,Other,Other Crime,-1.1000000000000003,No
25218,25219,11-16-2022 18:00,Kanpur,118,ILLEGAL POSSESSION,57.0,F,Poison,Other Crime,1.0,Yes
21936,21937,07-03-2022 00:00,Delhi,517,COUNTERFEITING,25.0,M,Blunt Object,Other Crime,8.0,No
22067,22068,07-08-2022 11:00,Pune,239,CYBERCRIME,75.0,X,Knife,Other Crime,13.0,Yes
6173,6174,09-14-2020 05:00,Vasai,294,COUNTERFEITING,24.0,M,Explosives,Other Crime,5.0,Yes
28517,28518,04-03-2023 05:00,Bhopal,367,SHOPLIFTING,20.0,X,,Other Crime,5.0,Yes
30248,30249,06-14-2023 08:00,Ahmedabad,151,VEHICLE - STOLEN,10.0,F,Knife,Violent Crime,12.0,No
32172,32173,09-02-2023 12:00,Lucknow,146,ROBBERY,11.0,F,Blunt Object,Violent Crime,7.0,No
37236,37237,03-31-2024 12:00,Kolkata,424,ILLEGAL POSSESSION,60.0,F,Knife,Other Crime,2.0,Yes
35424,35425,01-16-2024 00:00,Indore,570,KIDNAPPING,66.0,F,Other,Other Crime,7.0,Yes
21218,21219,06-03-2022 02:00,Hyderabad,264,VANDALISM,60.900000000000006,F,Blunt Object,Other Crime,37.900000000000006,Yes
17826,17827,01-12-2022 18:00,Indore,571,ILLEGAL POSSESSION,23.0,F,Firearm,Other Crime,19.0,No
20281,20282,04-25-2022 01:00,Ahmedabad,250,CYBERCRIME,67.0,F,Blunt Object,Other Crime,2.0,No
31279,31280,07-27-2023 07:00,Surat,336,COUNTERFEITING,44.0,F,Knife,Other Crime,19.0,No
23914,23915,09-23-2022 10:00,Jaipur,531,HOMICIDE,13.0,F,Other,Other Crime,18.0,No
37986,37987,05-01-2024 18:00,Mumbai,147,SEXUAL ASSAULT,51.0,F,Poison,Violent Crime,1.0,No
14260,14261,08-17-2021 04:00,Hyderabad,269,SHOPLIFTING,31.9,F,Knife,Other Crime,12.9,Yes
15886,15887,10-23-2021 22:00,Ahmedabad,586,KIDNAPPING,59.0,F,Blunt Object,Other Crime,19.0,No
37075,37076,03-24-2024 19:00,Delhi,178,ILLEGAL POSSESSION,17.0,F,Poison,Other Crime,19.0,No
10004,10005,02-20-2021 20:00,Kolkata,124,VANDALISM,64.0,F,Knife,Other Crime,12.0,No
12100,12101,05-19-2021 04:00,Bangalore,586,FRAUD,40.0,M,Explosives,Other Crime,11.0,Yes
7311,7312,10-31-2020 15:00,Varanasi,223,VEHICLE - STOLEN,64.9,M,Other,Violent Crime,11.9,Yes
1455,1456,03-01-2020 15:00,Jaipur,120,KIDNAPPING,78.0,F,Knife,Other Crime,10.0,Yes
25497,25498,11-28-2022 09:00,Mumbai,494,EXTORTION,41.0,M,Explosives,Other Crime,10.0,No
39102,39103,06-17-2024 06:00,Nashik,538,CYBERCRIME,62.0,M,Knife,Other Crime,7.0,No
22884,22885,08-11-2022 12:00,Ahmedabad,272,HOMICIDE,67.0,M,Explosives,Other Crime,13.0,No
18769,18770,02-21-2022 01:00,Mumbai,109,FIREARM OFFENSE,35.0,M,Blunt Object,Fire Accident,7.0,No
12953,12954,06-23-2021 17:00,Mumbai,464,TRAFFIC VIOLATION,75.0,F,Other,Traffic Fatality,18.0,Yes
31672,31673,08-12-2023 16:00,Delhi,519,BURGLARY,29.0,F,,Other Crime,12.0,Yes
39048,39049,06-15-2024 00:00,Lucknow,144,EXTORTION,20.0,F,Poison,Other Crime,14.0,No
29345,29346,05-07-2023 17:00,Mumbai,480,IDENTITY THEFT,58.0,F,Poison,Violent Crime,15.0,No
28444,28445,03-31-2023 04:00,Lucknow,412,ILLEGAL POSSESSION,45.0,M,Firearm,Other Crime,13.0,Yes
37985,37986,05-01-2024 17:00,Ahmedabad,458,COUNTERFEITING,54.9,F,Blunt Object,Other Crime,0.8999999999999995,Yes
4525,4526,07-07-2020 13:00,Mumbai,267,HOMICIDE,60.0,F,Firearm,Other Crime,9.0,Yes
26668,26669,01-16-2023 04:00,Bangalore,360,KIDNAPPING,39.0,F,Blunt Object,Other Crime,6.0,Yes
20067,20068,04-16-2022 03:00,Bangalore,141,SEXUAL ASSAULT,22.0,X,,Violent Crime,18.0,No
32317,32318,09-08-2023 13:00,Chennai,539,ROBBERY,59.0,M,Poison,Violent Crime,9.0,Yes
39482,39483,07-03-2024 02:00,Hyderabad,448,DRUG OFFENSE,33.0,F,Firearm,Other Crime,3.0,Yes
8104,8105,12-03-2020 16:00,Meerut,228,HOMICIDE,53.0,F,Explosives,Other Crime,13.0,Yes
5123,5124,08-01-2020 11:00,Delhi,203,KIDNAPPING,39.0,F,Poison,Other Crime,17.0,No
34912,34913,12-25-2023 16:00,Bangalore,285,PUBLIC INTOXICATION,61.0,M,Explosives,Other Crime,7.0,Yes
23730,23731,09-15-2022 18:00,Ahmedabad,137,SEXUAL ASSAULT,63.0,F,Explosives,Violent Crime,3.0,Yes
8951,8952,01-07-2021 23:00,Nagpur,172,SEXUAL ASSAULT,40.0,F,,Violent Crime,13.0,No
19097,19098,03-06-2022 17:00,Lucknow,381,HOMICIDE,66.0,M,Knife,Other Crime,10.0,Yes
38852,38853,06-06-2024 20:00,Hyderabad,587,ROBBERY,67.0,M,,Violent Crime,17.0,No
14889,14890,09-12-2021 09:00,Kolkata,249,ILLEGAL POSSESSION,27.9,M,Blunt Object,Other Crime,0.8999999999999995,Yes
8964,8965,01-08-2021 12:00,Chennai,117,ASSAULT,15.0,M,Other,Violent Crime,7.0,Yes
5952,5953,09-05-2020 00:00,Delhi,458,DOMESTIC VIOLENCE,62.0,F,,Violent Crime,15.0,Yes
29208,29209,05-02-2023 00:00,Mumbai,484,PUBLIC INTOXICATION,78.0,F,Blunt Object,Other Crime,8.0,Yes
17213,17214,12-18-2021 05:00,Ahmedabad,236,BURGLARY,59.0,M,Explosives,Other Crime,2.0,Yes
32556,32557,09-18-2023 12:00,Surat,210,PUBLIC INTOXICATION,25.0,F,Other,Other Crime,8.0,No
3505,3506,05-26-2020 01:00,Surat,393,CYBERCRIME,30.0,F,Blunt Object,Other Crime,16.0,No
20997,20998,05-24-2022 21:00,Delhi,290,CYBERCRIME,37.9,X,Other,Other Crime,11.9,No
30239,30240,06-13-2023 23:00,Mumbai,503,SHOPLIFTING,40.0,M,Blunt Object,Other Crime,18.0,No
14463,14464,08-25-2021 15:00,Hyderabad,449,HOMICIDE,10.0,M,Explosives,Other Crime,3.0,Yes
37703,37704,04-19-2024 23:00,Thane,355,ROBBERY,45.0,F,Firearm,Violent Crime,13.0,No
27797,27798,03-04-2023 05:00,Jaipur,247,EXTORTION,13.0,M,Firearm,Other Crime,8.0,Yes
6938,6939,10-16-2020 02:00,Delhi,121,VANDALISM,62.0,F,Blunt Object,Other Crime,9.0,Yes
7110,7111,10-23-2020 06:00,Mumbai,470,VANDALISM,35.0,F,,Other Crime,18.0,Yes
17690,17691,01-07-2022 02:00,Delhi,279,TRAFFIC VIOLATION,15.0,F,Firearm,Traffic Fatality,7.0,Yes
23233,23234,08-26-2022 01:00,Ahmedabad,489,PUBLIC INTOXICATION,26.0,X,Explosives,Other Crime,18.0,No
30258,30259,06-14-2023 18:00,Mumbai,149,EXTORTION,58.9,F,Firearm,Other Crime,-3.1000000000000005,No
29646,29647,05-20-2023 06:00,Delhi,536,CYBERCRIME,17.0,F,Poison,Other Crime,9.0,Yes
12604,12605,06-09-2021 04:00,Chennai,164,HOMICIDE,49.0,F,Knife,Other Crime,1.0,Yes
30975,30976,07-14-2023 15:00,Surat,220,TRAFFIC VIOLATION,63.0,F,Firearm,Traffic Fatality,3.0,No
29845,29846,05-28-2023 13:00,Mumbai,439,VEHICLE - STOLEN,31.0,F,,Violent Crime,15.0,Yes
20015,20016,04-13-2022 23:00,Nagpur,206,VANDALISM,30.0,X,Other,Other Crime,11.0,Yes
39955,39956,07-22-2024 19:00,Vasai,452,ARSON,33.0,F,Poison,Fire Accident,8.0,No
25858,25859,12-13-2022 10:00,Kolkata,414,SHOPLIFTING,42.0,X,Knife,Other Crime,12.0,No
29017,29018,04-24-2023 01:00,Bangalore,140,VEHICLE - STOLEN,60.0,F,Poison,Violent Crime,3.0,No
32093,32094,08-30-2023 05:00,Delhi,599,ILLEGAL POSSESSION,65.0,F,Knife,Other Crime,12.0,Yes
11838,11839,05-08-2021 06:00,Pune,466,KIDNAPPING,33.0,F,Other,Other Crime,19.0,No
34083,34084,11-21-2023 03:00,Lucknow,143,BURGLARY,60.0,M,Firearm,Other Crime,16.0,Yes
24680,24681,10-25-2022 08:00,Nagpur,128,DOMESTIC VIOLENCE,79.0,X,Knife,Violent Crime,9.0,Yes
5143,5144,08-02-2020 07:00,Varanasi,213,SEXUAL ASSAULT,25.0,M,Firearm,Violent Crime,7.0,Yes
4714,4715,07-15-2020 10:00,Ghaziabad,430,COUNTERFEITING,28.0,M,Firearm,Other Crime,8.0,Yes
2722,2723,04-23-2020 10:00,Kalyan,327,PUBLIC INTOXICATION,36.0,M,Firearm,Other Crime,12.0,No
17575,17576,01-02-2022 07:00,Nagpur,501,DOMESTIC VIOLENCE,40.0,F,Other,Violent Crime,2.0,Yes
14327,14328,08-19-2021 23:00,Chennai,495,FIREARM OFFENSE,52.0,M,Blunt Object,Fire Accident,10.0,No
2928,2929,05-02-2020 00:00,Jaipur,371,FRAUD,38.0,F,Other,Other Crime,3.0,Yes
29538,29539,05-15-2023 18:00,Meerut,212,PUBLIC INTOXICATION,27.0,M,Blunt Object,Other Crime,2.0,No
10946,10947,04-01-2021 02:00,Chennai,231,BURGLARY,79.0,F,Knife,Other Crime,12.0,No
127,128,01-06-2020 07:00,Ghaziabad,339,IDENTITY THEFT,73.0,F,Knife,Violent Crime,2.0,Yes
5243,5244,08-06-2020 11:00,Jaipur,180,TRAFFIC VIOLATION,31.0,F,Explosives,Traffic Fatality,14.0,No
7856,7857,11-23-2020 08:00,Delhi,284,FRAUD,13.0,F,,Other Crime,15.0,No
33439,33440,10-25-2023 07:00,Mumbai,461,VEHICLE - STOLEN,52.0,M,Explosives,Violent Crime,16.0,Yes
9630,9631,02-05-2021 06:00,Bangalore,458,ROBBERY,48.0,F,Blunt Object,Violent Crime,5.0,No
38651,38652,05-29-2024 11:00,Delhi,488,KIDNAPPING,28.0,M,Blunt Object,Other Crime,18.0,Yes
1018,1019,02-12-2020 10:00,Chennai,215,HOMICIDE,55.0,F,Other,Other Crime,19.0,No
13031,13032,06-26-2021 23:00,Bangalore,127,FIREARM OFFENSE,75.0,M,Knife,Fire Accident,19.0,Yes
30012,30013,06-04-2023 12:00,Ahmedabad,514,DOMESTIC VIOLENCE,41.9,F,Knife,Violent Crime,13.9,Yes
11621,11622,04-29-2021 05:00,Pune,100,COUNTERFEITING,29.0,F,Blunt Object,Other Crime,18.0,No
16116,16117,11-02-2021 12:00,Jaipur,193,SEXUAL ASSAULT,27.9,F,Firearm,Violent Crime,2.8999999999999995,Yes
34670,34671,12-15-2023 14:00,Thane,371,SHOPLIFTING,48.0,F,Blunt Object,Other Crime,2.0,Yes
38825,38826,06-05-2024 17:00,Delhi,293,TRAFFIC VIOLATION,15.0,F,Knife,Traffic Fatality,12.0,Yes
17949,17950,01-17-2022 21:00,Bhopal,515,FIREARM OFFENSE,72.0,X,Poison,Fire Accident,19.0,No
10346,10347,03-07-2021 02:00,Surat,199,CYBERCRIME,31.0,F,Poison,Other Crime,6.0,Yes
3449,3450,05-23-2020 17:00,Delhi,523,ARSON,66.0,M,Poison,Fire Accident,1.0,Yes
38546,38547,05-25-2024 02:00,Bangalore,137,IDENTITY THEFT,11.0,F,Other,Violent Crime,1.0,Yes
1908,1909,03-20-2020 12:00,Delhi,315,COUNTERFEITING,44.0,M,Poison,Other Crime,13.0,No
15833,15834,10-21-2021 17:00,Bhopal,401,ILLEGAL POSSESSION,16.0,F,Knife,Other Crime,2.0,Yes
20769,20770,05-15-2022 09:00,Kolkata,260,COUNTERFEITING,14.0,X,Other,Other Crime,19.0,Yes
2568,2569,04-17-2020 00:00,Mumbai,411,EXTORTION,42.0,M,Poison,Other Crime,6.0,No
2790,2791,04-26-2020 06:00,Pune,103,EXTORTION,19.0,F,Other,Other Crime,15.0,No
16245,16246,11-07-2021 21:00,Bhopal,349,SHOPLIFTING,65.0,M,Explosives,Other Crime,19.0,Yes
28086,28087,03-16-2023 06:00,Hyderabad,457,ARSON,52.0,F,Explosives,Fire Accident,15.0,No
35655,35656,01-25-2024 15:00,Kanpur,461,VANDALISM,15.0,F,Blunt Object,Other Crime,19.0,Yes
5689,5690,08-25-2020 01:00,Chennai,372,KIDNAPPING,69.0,F,Explosives,Other Crime,10.0,Yes
37290,37291,04-02-2024 18:00,Delhi,308,BURGLARY,55.9,F,Explosives,Other Crime,-0.1000000000000005,No
30853,30854,07-09-2023 13:00,Hyderabad,492,BURGLARY,19.0,M,,Other Crime,7.0,No
28368,28369,03-28-2023 00:00,Ahmedabad,192,CYBERCRIME,65.0,M,Knife,Other Crime,4.0,No
29696,29697,05-22-2023 08:00,Indore,523,EXTORTION,22.0,F,Blunt Object,Other Crime,17.0,Yes
35043,35044,12-31-2023 03:00,Mumbai,173,CYBERCRIME,31.0,F,,Other Crime,14.0,Yes
33312,33313,10-20-2023 00:00,Kolkata,558,ASSAULT,66.0,F,Blunt Object,Violent Crime,14.0,No
5708,5709,08-25-2020 20:00,Lucknow,423,DRUG OFFENSE,27.0,M,Blunt Object,Other Crime,6.0,No
4442,4443,07-04-2020 02:00,Delhi,284,EXTORTION,8.899999999999999,F,Explosives,Other Crime,13.9,No
21334,21335,06-07-2022 22:00,Hyderabad,459,CYBERCRIME,31.0,F,Knife,Other Crime,12.0,No
30965,30966,07-14-2023 05:00,Delhi,340,PUBLIC INTOXICATION,18.0,F,Poison,Other Crime,15.0,Yes
492,493,01-21-2020 12:00,Ahmedabad,283,VANDALISM,54.0,F,Other,Other Crime,13.0,No
6083,6084,09-10-2020 11:00,Kanpur,527,IDENTITY THEFT,32.0,F,Other,Violent Crime,14.0,Yes
14754,14755,09-06-2021 18:00,Srinagar,276,KIDNAPPING,74.0,F,Explosives,Other Crime,12.0,No
31487,31488,08-04-2023 23:00,Hyderabad,556,FIREARM OFFENSE,24.0,M,Other,Fire Accident,7.0,No
7097,7098,10-22-2020 17:00,Delhi,368,FIREARM OFFENSE,38.0,F,Poison,Fire Accident,5.0,Yes
20177,20178,04-20-2022 17:00,Meerut,215,ROBBERY,52.0,F,Poison,Violent Crime,16.0,No
10599,10600,03-17-2021 15:00,Bangalore,135,ROBBERY,13.0,M,Blunt Object,Violent Crime,6.0,No
29152,29153,04-29-2023 16:00,Chennai,538,FIREARM OFFENSE,54.0,X,Other,Fire Accident,17.0,Yes
20565,20566,05-06-2022 21:00,Bangalore,558,ILLEGAL POSSESSION,22.0,M,Other,Other Crime,13.0,Yes
23583,23584,09-09-2022 15:00,Surat,469,TRAFFIC VIOLATION,34.0,M,Blunt Object,Traffic Fatality,7.0,Yes
33848,33849,11-11-2023 08:00,Ahmedabad,423,FIREARM OFFENSE,70.0,F,Knife,Fire Accident,1.0,No
34618,34619,12-13-2023 10:00,Delhi,597,KIDNAPPING,12.0,M,Blunt Object,Other Crime,19.0,No
38661,38662,05-29-2024 21:00,Delhi,530,BURGLARY,24.0,F,Other,Other Crime,16.0,Yes
1524,1525,03-04-2020 12:00,Delhi,168,COUNTERFEITING,69.0,M,Firearm,Other Crime,16.0,Yes
16844,16845,12-02-2021 20:00,Kanpur,315,DOMESTIC VIOLENCE,15.0,M,Blunt Object,Violent Crime,16.0,Yes
5499,5500,08-17-2020 03:00,Vasai,337,CYBERCRIME,34.0,M,Explosives,Other Crime,12.0,No
7244,7245,10-28-2020 20:00,Ludhiana,243,DRUG OFFENSE,31.0,F,Other,Other Crime,19.0,No
1229,1230,02-21-2020 05:00,Pune,199,ARSON,51.0,M,,Fire Accident,7.0,No
13287,13288,07-07-2021 15:00,Mumbai,438,IDENTITY THEFT,33.900000000000006,F,Knife,Violent Crime,23.9,Yes
14714,14715,09-05-2021 02:00,Hyderabad,595,FRAUD,63.0,F,Poison,Other Crime,5.0,Yes
15142,15143,09-22-2021 22:00,Chennai,195,EXTORTION,59.0,F,Poison,Other Crime,8.0,Yes
21399,21400,06-10-2022 15:00,Patna,212,ARSON,78.0,M,Blunt Object,Fire Accident,7.0,No
18702,18703,02-18-2022 06:00,Chennai,403,BURGLARY,26.0,F,Knife,Other Crime,13.0,Yes
21023,21024,05-25-2022 23:00,Delhi,270,DOMESTIC VIOLENCE,77.0,M,Poison,Violent Crime,11.0,No
28945,28946,04-21-2023 01:00,Kanpur,268,DRUG OFFENSE,18.0,F,Poison,Other Crime,1.0,Yes
6855,6856,10-12-2020 15:00,Hyderabad,338,BURGLARY,52.9,M,Knife,Other Crime,1.9,No
2260,2261,04-04-2020 04:00,Pune,198,PUBLIC INTOXICATION,32.0,M,Firearm,Other Crime,6.0,No
18127,18128,01-25-2022 07:00,Hyderabad,229,VEHICLE - STOLEN,58.0,X,,Violent Crime,8.0,No
17683,17684,01-06-2022 19:00,Faridabad,407,IDENTITY THEFT,49.0,F,,Violent Crime,3.0,No
1976,1977,03-23-2020 08:00,Mumbai,587,PUBLIC INTOXICATION,40.0,M,Poison,Other Crime,10.0,Yes
16002,16003,10-28-2021 18:00,Surat,400,FIREARM OFFENSE,29.9,F,Other,Fire Accident,9.9,No
37796,37797,04-23-2024 20:00,Kanpur,322,VEHICLE - STOLEN,79.0,F,,Violent Crime,8.0,No
7022,7023,10-19-2020 14:00,Meerut,394,KIDNAPPING,62.0,F,Knife,Other Crime,14.0,No
8911,8912,01-06-2021 07:00,Mumbai,216,COUNTERFEITING,17.0,F,,Other Crime,19.0,No
18417,18418,02-06-2022 09:00,Ahmedabad,548,COUNTERFEITING,33.0,X,Explosives,Other Crime,17.0,Yes
7996,7997,11-29-2020 04:00,Agra,471,COUNTERFEITING,26.0,M,Firearm,Other Crime,11.0,No
38949,38950,06-10-2024 21:00,Ahmedabad,222,ARSON,17.0,M,,Fire Accident,4.0,No
29956,29957,06-02-2023 04:00,Mumbai,597,PUBLIC INTOXICATION,35.0,F,Poison,Other Crime,8.0,Yes
27409,27410,02-16-2023 01:00,Chennai,272,IDENTITY THEFT,69.0,M,Explosives,Violent Crime,12.0,Yes
12666,12667,06-11-2021 18:00,Vasai,415,CYBERCRIME,78.0,F,Blunt Object,Other Crime,14.0,Yes
39666,39667,07-10-2024 18:00,Jaipur,467,HOMICIDE,67.0,M,Poison,Other Crime,18.0,No
25037,25038,11-09-2022 05:00,Hyderabad,238,FRAUD,55.0,M,Firearm,Other Crime,10.0,No
9643,9644,02-05-2021 19:00,Bangalore,331,ARSON,33.0,M,Blunt Object,Fire Accident,10.0,Yes
25449,25450,11-26-2022 09:00,Vasai,145,KIDNAPPING,29.0,X,Poison,Other Crime,14.0,No
11353,11354,04-18-2021 01:00,Patna,362,SEXUAL ASSAULT,13.9,F,Knife,Violent Crime,-1.1000000000000003,No
21839,21840,06-28-2022 23:00,Kolkata,583,DOMESTIC VIOLENCE,76.0,X,Explosives,Violent Crime,6.0,No
9300,9301,01-22-2021 12:00,Delhi,278,COUNTERFEITING,31.0,X,Firearm,Other Crime,11.0,Yes
4954,4955,07-25-2020 10:00,Pune,200,HOMICIDE,50.0,F,Explosives,Other Crime,13.0,Yes
37670,37671,04-18-2024 14:00,Kanpur,492,ARSON,66.0,F,Firearm,Fire Accident,11.0,Yes
435,436,01-19-2020 03:00,Delhi,523,BURGLARY,53.0,F,Knife,Other Crime,7.0,Yes
38077,38078,05-05-2024 13:00,Patna,360,IDENTITY THEFT,13.0,F,Firearm,Violent Crime,16.0,No
30844,30845,07-09-2023 04:00,Nagpur,368,EXTORTION,51.0,F,Poison,Other Crime,16.0,No
38261,38262,05-13-2024 05:00,Agra,368,COUNTERFEITING,37.0,F,,Other Crime,11.0,Yes
35937,35938,02-06-2024 09:00,Bhopal,274,HOMICIDE,54.9,F,Other,Other Crime,2.8999999999999995,No
35626,35627,01-24-2024 10:00,Chennai,386,IDENTITY THEFT,56.0,M,Explosives,Violent Crime,8.0,Yes
18708,18709,02-18-2022 12:00,Delhi,104,ARSON,62.0,M,,Fire Accident,9.0,Yes
5607,5608,08-21-2020 15:00,Chennai,436,IDENTITY THEFT,43.0,M,Poison,Violent Crime,17.0,Yes
37537,37538,04-13-2024 01:00,Delhi,128,VANDALISM,67.0,F,Explosives,Other Crime,5.0,No
8308,8309,12-12-2020 04:00,Jaipur,326,ILLEGAL POSSESSION,71.0,F,Knife,Other Crime,18.0,Yes
24524,24525,10-18-2022 20:00,Pune,513,FIREARM OFFENSE,53.0,M,Explosives,Fire Accident,9.0,No
21413,21414,06-11-2022 05:00,Pune,580,TRAFFIC VIOLATION,26.0,X,Other,Traffic Fatality,8.0,No
26490,26491,01-08-2023 18:00,Bangalore,540,KIDNAPPING,57.0,M,Firearm,Other Crime,15.0,Yes
848,849,02-05-2020 08:00,Pune,119,PUBLIC INTOXICATION,53.0,M,Poison,Other Crime,5.0,Yes
11501,11502,04-24-2021 05:00,Jaipur,579,EXTORTION,25.0,M,Firearm,Other Crime,6.0,Yes
1532,1533,03-04-2020 20:00,Hyderabad,417,PUBLIC INTOXICATION,53.0,M,Explosives,Other Crime,17.0,No
34386,34387,12-03-2023 18:00,Kolkata,162,ROBBERY,56.9,F,Firearm,Violent Crime,-2.1000000000000005,Yes
29924,29925,05-31-2023 20:00,Ahmedabad,588,TRAFFIC VIOLATION,32.0,M,Poison,Traffic Fatality,6.0,Yes
37845,37846,04-25-2024 21:00,Kanpur,106,VEHICLE - STOLEN,20.0,M,,Violent Crime,12.0,Yes
34149,34150,11-23-2023 21:00,Surat,204,EXTORTION,75.0,F,Poison,Other Crime,9.0,Yes
15006,15007,09-17-2021 06:00,Ahmedabad,473,PUBLIC INTOXICATION,46.0,F,Firearm,Other Crime,17.0,No
5214,5215,08-05-2020 06:00,Kolkata,552,ILLEGAL POSSESSION,34.0,F,Other,Other Crime,14.0,Yes
27883,27884,03-07-2023 19:00,Mumbai,162,KIDNAPPING,32.0,X,Explosives,Other Crime,8.0,Yes
2832,2833,04-28-2020 00:00,Bangalore,200,COUNTERFEITING,37.0,M,Poison,Other Crime,4.0,Yes
9817,9818,02-13-2021 01:00,Ahmedabad,597,PUBLIC INTOXICATION,21.0,F,,Other Crime,12.0,No
19360,19361,03-17-2022 16:00,Ahmedabad,575,CYBERCRIME,77.0,X,Poison,Other Crime,6.0,Yes
17070,17071,12-12-2021 06:00,Hyderabad,499,SHOPLIFTING,50.9,F,Blunt Object,Other Crime,1.9,Yes
9314,9315,01-23-2021 02:00,Nashik,167,FIREARM OFFENSE,36.0,X,,Fire Accident,5.0,Yes
37345,37346,04-05-2024 01:00,Bangalore,400,COUNTERFEITING,53.9,F,Poison,Other Crime,-1.1000000000000003,No
38581,38582,05-26-2024 13:00,Ahmedabad,529,HOMICIDE,21.0,M,Blunt Object,Other Crime,2.0,Yes
22514,22515,07-27-2022 02:00,Ghaziabad,438,DRUG OFFENSE,67.0,M,Explosives,Other Crime,16.0,Yes
30002,30003,06-04-2023 02:00,Delhi,566,DRUG OFFENSE,53.0,F,Knife,Other Crime,19.0,No
19069,19070,03-05-2022 13:00,Bangalore,279,KIDNAPPING,35.0,X,,Other Crime,17.0,Yes
20321,20322,04-26-2022 17:00,Bangalore,375,VANDALISM,41.0,X,Explosives,Other Crime,17.0,No
24397,24398,10-13-2022 13:00,Delhi,140,ARSON,64.0,M,Blunt Object,Fire Accident,8.0,Yes
